Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,Link,Publisher,Document Type,Source,EID
Liang L.; Zhang H.; Yao F.; Li J.,"Liang, Lei (57364791700); Zhang, Hong (55225550400); Yao, Fanglian (57211192160); Li, Junjie (36441490700)",57364791700; 55225550400; 57211192160; 36441490700,Programmable tissue-adhesive hydrogels with temporal and spatial selectivity,2025,Chemical Society Reviews,54,24,,12043,12079,5,https://www.scopus.com/pages/publications/105024262632?origin=resultslist,Royal Society of Chemistry,Review,Scopus,2-s2.0-105024262632
Shi L.; Song J.; Wang Y.; Fu H.; Patrick-Iwuanyanwu K.; Zhang L.; Lawrie C.H.; Zhang J.,"Shi, Lin (59768763300); Song, Jian (56681518800); Wang, Yu (57211418294); Fu, Heng (59768108600); Patrick-Iwuanyanwu, Kingsley (16040241800); Zhang, Lei (56938082200); Lawrie, Charles H. (13405551500); Zhang, Jianhua (56567666100)",59768763300; 56681518800; 57211418294; 59768108600; 16040241800; 56938082200; 13405551500; 56567666100,Applications of Carbon-Based Multivariable Chemical Sensors for Analyte Recognition,2025,Nano-Micro Letters,17,1,246,,,24,https://www.scopus.com/pages/publications/105004197218?origin=resultslist,Springer Science and Business Media B.V.,Review,Scopus,2-s2.0-105004197218
Cai D.; Li C.; Zhu T.; Li R.; Zhang M.; Li X.; Liu Y.; Dai Z.; Wan L.; Lu H.,"Cai, Dingjun (59076068800); Li, Canhong (60190428400); Zhu, Taifu (58410218500); Li, Ruiqi (57481974400); Zhang, Mu (60190380400); Li, Xiaoling (56877868400); Liu, Yilong (59073389700); Dai, Zhifei (60190146000); Wan, Lei (57680331200); Lu, Haibin (55587623000)",59076068800; 60190428400; 58410218500; 57481974400; 60190380400; 56877868400; 59073389700; 60190146000; 57680331200; 55587623000,"Antimicrobial peptide hydrogels: synthesis, ROS regulation mechanism, and multimodal therapeutic applications in drug delivery systems",2025,Journal of Materials Chemistry B,13,45,,14556,14592,6,https://www.scopus.com/pages/publications/105022297772?origin=resultslist,Royal Society of Chemistry,Review,Scopus,2-s2.0-105022297772
Kadmiri I.M.; Ouhssain A.; Bennis I.; Azaroual S.E.; Ben Salem Y.A.; Ameur N.; El Mernissi N.,"Kadmiri, Issam Meftah (57201465343); Ouhssain, Ali (58234777200); Bennis, Iman (56450941200); Azaroual, Salah Eddine (57202322893); Ben Salem, Yahya Agzenai (55123222100); Ameur, Najia (57201423252); El Mernissi, Najib (56451109000)",57201465343; 58234777200; 56450941200; 57202322893; 55123222100; 57201423252; 56451109000,Nanomaterials in Antimicrobial Therapy: Unlocking Solutions for Multidrug-Resistant Pathogenic Bacteria,2025,Nanotechnology For Medicine: From Fundamentals to Applications,,,,294,317,0,https://www.scopus.com/pages/publications/105023148063?origin=resultslist,CRC Press,Book chapter,Scopus,2-s2.0-105023148063
Chae J.W.; Kim W.; Chung G.; Shin G.; Yu X.; Lee G.; Kang J.; Park Y.; Won S.M.,"Chae, Jeong Woo (57614759400); Kim, Wooseok (57226739336); Chung, Gooyoon (58696172000); Shin, Gyuri (59754523100); Yu, Xinge (49664472800); Lee, Geumbee (56300598400); Kang, Joohoon (56623649100); Park, Yoonseok (57189441895); Won, Sang Min (26423371000)",57614759400; 57226739336; 58696172000; 59754523100; 49664472800; 56300598400; 56623649100; 57189441895; 26423371000,"Water-dispersible, electrically recyclable cellulose paper for versatile surface applications",2025,Sensors and Actuators Reports,10,,100397,,,1,https://www.scopus.com/pages/publications/105022494749?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105022494749
Amanyazova B.; Yergeshbayeva S.; Choi E.S.; Erkasov R.; Shatruk M.,"Amanyazova, Botagoz (59162864700); Yergeshbayeva, Sandugash (57195732995); Choi, Eun Sang (7402121894); Erkasov, Rakhmetulla (6506546725); Shatruk, Michael (6603333408)",59162864700; 57195732995; 7402121894; 6506546725; 6603333408,Spin-crossover semiconductors based on homoleptic tris-diimine Fe(ii) complexes with fractionally charged TCNQ˙δ−anions,2025,Dalton Transactions,54,48,,17825,17833,2,https://www.scopus.com/pages/publications/105022254915?origin=resultslist,Royal Society of Chemistry,Article,Scopus,2-s2.0-105022254915
Wang Z.; Wang Y.; Zhang S.; Yin Q.; Xiao L.; Xiao Y.,"Wang, Zilin (60232338300); Wang, Yinghui (60232312800); Zhang, Suchuan (60246535800); Yin, Qiuxiang (7202604346); Xiao, Li (59339113800); Xiao, Yuntian (57221758937)",60232338300; 60232312800; 60246535800; 7202604346; 59339113800; 57221758937,Pipemidic Acid–Based Organic Cocrystal Engineering for Targeted Infected Wound Healing,2025,Chemistry of Materials,37,24,,9820,9838,0,https://www.scopus.com/pages/publications/105025229591?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105025229591
Zhang H.-Y.; Hu Z.-H.; Rui C.-C.; Su L.-W.; Xiao Y.-J.; Nie M.-D.; Su H.; Wu Y.,"Zhang, Hong-Yu (58086593400); Hu, Zhen-Hao (60133855400); Rui, Chao-Chen (59214439000); Su, Li-Wen (59282419800); Xiao, Yu-Jie (59659711800); Nie, Meng-Di (59659147500); Su, Huan (60133981600); Wu, Yang (57161099800)",58086593400; 60133855400; 59214439000; 59282419800; 59659711800; 59659147500; 60133981600; 57161099800,"Targeting post-extraction complications with functional hydrogels: Mechanistic insights, translational strategies, and clinical prospects",2025,Journal of Controlled Release,388,,114304,,,2,https://www.scopus.com/pages/publications/105018316638?origin=resultslist,Elsevier B.V.,Review,Scopus,2-s2.0-105018316638
Cheng S.; Sun X.; Ran J.; Liu G.; Wang H.; Xing Y.; Zhang S.; Long X.,"Cheng, Shuqi (59483207900); Sun, Xun (59972401800); Ran, Jiaxun (59667199400); Liu, Guochao (59736393000); Wang, Han (59736631100); Xing, Yali (59181430400); Zhang, Sheng (59793353900); Long, Xiaojing (57002282100)",59483207900; 59972401800; 59667199400; 59736393000; 59736631100; 59181430400; 59793353900; 57002282100,Tuning Asymmetric Isomers in One-Dimensional Covalent Organic Frameworks to Enhance Oxygen Reduction Activity,2025,Angewandte Chemie - International Edition,64,52,e20336,,,6,https://www.scopus.com/pages/publications/105020719125?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105020719125
Zhang P.; Chen Y.; Liu Y.; Wei J.; Wu Z.; Yang B.; Ding G.; Wen S.; Dai T.; You Z.; Tie Z.; Yan Y.; Jin Z.,"Zhang, Pengbo (57442318600); Chen, Yongkang (59814473200); Liu, Yuzhu (57221747552); Wei, Jie (57219612872); Wu, Zuoao (58872583100); Yang, Binze (59532337100); Ding, Guochun (59828996200); Wen, Sheng (57221273369); Dai, Tengfei (58042559900); You, Zhihu (59792849800); Tie, Zuoxiu (15754805600); Yan, Yichao (57210014291); Jin, Zhong (57212208287)",57442318600; 59814473200; 57221747552; 57219612872; 58872583100; 59532337100; 59828996200; 57221273369; 58042559900; 59792849800; 15754805600; 57210014291; 57212208287,Unlocking Multielectron Transfer in a Quinone–Pyrazine Conjoined Redox Core for Capacity-Doubled and Ultrastable Aqueous Organic Redox Flow Batteries,2025,Journal of the American Chemical Society,147,50,,46582,46593,7,https://www.scopus.com/pages/publications/105025142919?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105025142919
Goswami N.; Naithani S.; Dubey R.; Bhushan B.; Layek S.; Goswami T.; Kumar S.,"Goswami, Nidhi (58642576700); Naithani, Sudhanshu (57936184800); Dubey, Ritesh (56921450600); Bhushan, Brij (57195394146); Layek, Samar (26538765500); Goswami, Tapas (26635238800); Kumar, Sushil (55667512500)",58642576700; 57936184800; 56921450600; 57195394146; 26538765500; 26635238800; 55667512500,"Fluorogenic probes based on 2,2′-thiobis(ethylamine) binding motifs: Selective analyte detection and emerging opportunities",2025,Polyhedron,282,,117812,,,0,https://www.scopus.com/pages/publications/105018054410?origin=resultslist,Elsevier Ltd,Review,Scopus,2-s2.0-105018054410
Liu Y.; Hu X.; Kamali A.R.,"Liu, Yunan (58899747100); Hu, Xianwei (12782543300); Kamali, Ali Reza (57217331248)",58899747100; 12782543300; 57217331248,Na-ion storage performance of graphite and nanocarbons: Na-diglyme co-intercalation into graphene nanosheets,2025,Journal of Power Sources,660,,238410,,,2,https://www.scopus.com/pages/publications/105017954786?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105017954786
Bu S.H.; Park C.,"Bu, Seok Hyeong (59361229200); Park, Chiyoung (7408416041)",59361229200; 7408416041,Engineering of Bacterial-Hybrid System via Interfacial Nanotechnology and Biological Compatibilization Strategy,2025,Chemistry - An Asian Journal,20,23,e00670,,,0,https://www.scopus.com/pages/publications/105019535262?origin=resultslist,John Wiley and Sons Ltd,Review,Scopus,2-s2.0-105019535262
Heath M.; Sunde S.; Seland F.,"Heath, Megan (57796623900); Sunde, Svein (7003910977); Seland, Frode (12240750100)",57796623900; 7003910977; 12240750100,A review of rare earth ruthenate pyrochlores as OER electrocatalysts in acidic media,2025,Materials Advances,6,24,,9340,9363,2,https://www.scopus.com/pages/publications/105024872920?origin=resultslist,Royal Society of Chemistry,Review,Scopus,2-s2.0-105024872920
Guo Y.; Yuan D.; Ren Y.; Wu F.; Niu Q.; Chen D.,"Guo, Yan (59146288400); Yuan, Ding (57219051289); Ren, Yuanchuan (57412203200); Wu, Fenghui (57221979734); Niu, Qiang (57192153273); Chen, Dandan (57189629097)",59146288400; 57219051289; 57412203200; 57221979734; 57192153273; 57189629097,Multi field coupled three-dimensional electrochemical system driven collaborative transformation of wastewater: Zero emission closed-loop and high-value resource recovery,2025,Regional Studies in Marine Science,90,,104416,,,1,https://www.scopus.com/pages/publications/105013751455?origin=resultslist,Elsevier B.V.,Review,Scopus,2-s2.0-105013751455
Yamaguchi H.; Ishihara Y.; Haniu Y.; Sakuda A.; Hayashi A.; Kobayashi K.; Hiroi S.; Yamada H.; Tseng J.-C.; Shimono S.; Ohara K.,"Yamaguchi, Hiroshi (58967320200); Ishihara, Yu (59562401900); Haniu, Yamato (57216438446); Sakuda, Atsushi (22986478000); Hayashi, Akitoshi (7202111199); Kobayashi, Kentaro (57202236834); Hiroi, Satoshi (57191379632); Yamada, Hiroki (57189588460); Tseng, Jo-Chi (57220582839); Shimono, Seiya (57190215460); Ohara, Koji (34980203100)",58967320200; 59562401900; 57216438446; 22986478000; 7202111199; 57202236834; 57191379632; 57189588460; 57220582839; 57190215460; 34980203100,Local structure of amorphous sulfur in carbon–sulfur composites for all-solid-state lithium-sulfur batteries,2025,Communications Chemistry,8,1,10,,,13,https://www.scopus.com/pages/publications/85218129554?origin=resultslist,Nature Research,Article,Scopus,2-s2.0-85218129554
Trout L.M.; Miller K.M.,"Trout, Lauren M. (60236554700); Miller, Kevin M. (55455936800)",60236554700; 55455936800,"Influence of Sulfonic Acid-Containing Ionic Liquid Groups on the Thermal, Mechanical, and Conductive Properties of Covalently Cross-Linked Ionene Networks",2025,ACS Applied Polymer Materials,7,23,,15928,15939,0,https://www.scopus.com/pages/publications/105024662555?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105024662555
Shan Y.; Yuan X.; Zhang J.; Fu Z.; Huang M.; Liang Z.,"Shan, Yuan (59974706600); Yuan, Xianzhi (57211133692); Zhang, Jie (57196377913); Fu, Zhiyong (7403347606); Huang, Mingbao (57194474716); Liang, Zhenxing (7402178316)",59974706600; 57211133692; 57196377913; 7403347606; 57194474716; 7402178316,Establishing viscosity-involved formula of mass transfer coefficient for aqueous organic redox flow battery,2025,Chemical Engineering Science,318,,122164,,,2,https://www.scopus.com/pages/publications/105009700120?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105009700120
Shetty S.; Saquib M.; Selvakumar M.; Nayak R.,"Shetty, Shilpa (59254332000); Saquib, Mohammad (57214977182); Selvakumar, M. (25124857400); Nayak, Ramakrishna (57222981870)",59254332000; 57214977182; 25124857400; 57222981870,"Screen-printable water-based poly(3,4-ethylenedioxythiophene): poly(styrenesulfonate)/ polypyrrole/ reduced graphene oxide ink for micro-supercapacitor and humidity sensor",2025,Journal of Power Sources,660,,238492,,,4,https://www.scopus.com/pages/publications/105018114920?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105018114920
Shao H.; Hao J.; Hu X.; Luo Y.; Tang Q.; Qin Z.; Chen H.; Zheng S.; Diao B.; Zhu Y.; Liu L.,"Shao, Huaze (57883483700); Hao, Jiangtao (60158005800); Hu, Xiumei (45061033800); Luo, Yuhong (60200454000); Tang, Qing (57772632300); Qin, Zuoyan (59349885000); Chen, Hanren (58680905300); Zheng, Shiquan (58764584400); Diao, Bihong (59349651500); Zhu, Yongchao (60199505900); Liu, Lihong (55715361300)",57883483700; 60158005800; 45061033800; 60200454000; 57772632300; 59349885000; 58680905300; 58764584400; 59349651500; 60199505900; 55715361300,Ultrasensitive detection of urinary microRNA-126 for non-invasive bladder cancer diagnosis using a personal glucose meter biosensor powered by nanoparticle-triggered signal amplification,2025,Chemical Engineering Journal,526,,170931,,,1,https://www.scopus.com/pages/publications/105022168476?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105022168476
Zhou F.; Wang S.; Wang Z.; Wang F.; Wang L.; Mao J.,"Zhou, Fengkai (57812617500); Wang, Shasha (59068216200); Wang, Zeyu (58560290100); Wang, Fujun (55740442200); Wang, Lu (60202993900); Mao, Jifu (56999656100)",57812617500; 59068216200; 58560290100; 55740442200; 60202993900; 56999656100,Interfacial engineering of sucrose-derived dual-functionalized carbon for targeted ion capture in hybrid capacitive deionization,2025,Journal of Colloid and Interface Science,700,,138502,,,8,https://www.scopus.com/pages/publications/105010930482?origin=resultslist,Academic Press Inc.,Article,Scopus,2-s2.0-105010930482
Roy A.; Das B.; Kumar S.; Kumar A.; Ebihara A.; Wang C.T.; Katiyar V.,"Roy, Aparajita (60023298700); Das, Bhanupriya (57199045089); Kumar, Sonu (58739351200); Kumar, Amit (57356264400); Ebihara, Akio (57189007334); Wang, Chin Tsan (14042815800); Katiyar, Vimal (14071664200)",60023298700; 57199045089; 58739351200; 57356264400; 57189007334; 14042815800; 14071664200,Per and Poly-Fluoroalkyl-Free PVA Membrane Separator for Sustainable Energy Recovery From Municipal Wastewater Using Biomimetic Miniature Microbial Fuel Cell,2025,Journal of Applied Polymer Science,142,46,e57809,,,2,https://www.scopus.com/pages/publications/105012927212?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105012927212
Raghav S.; Gandhi M.; Rajput Y.B.; Prasad R.; Jain P.; Chavda V.; Kumar D.,"Raghav, Sapna (57195235947); Gandhi, Mansi (60024160400); Rajput, Yuvrajsinh B. (58540436100); Prasad, Ravindra (55446356000); Jain, Pallavi (56000098400); Chavda, Vishwajit (57670109700); Kumar, Dinesh (59499612300)",57195235947; 60024160400; 58540436100; 55446356000; 56000098400; 57670109700; 59499612300,"Recent advances in COF-based strategies for dye pollution remediation: materials design, mechanistic insight, and future outlook",2025,Separation and Purification Technology,379,,134816,,,14,https://www.scopus.com/pages/publications/105014295299?origin=resultslist,Elsevier B.V.,Review,Scopus,2-s2.0-105014295299
Chen M.; Luo Y.; Xu H.; Yang J.; Qian X.; Wang Z.; You J.; Chen D.,"Chen, Mingyao (59640228100); Luo, Yixin (59384939700); Xu, Haoming (59639641100); Yang, Jinkun (59541066900); Qian, Xin (60013695400); Wang, Zhongjia (60014347300); You, Jianghong (59636168100); Chen, Dongsheng (55724996000)",59640228100; 59384939700; 59639641100; 59541066900; 60013695400; 60014347300; 59636168100; 55724996000,Flexible pressure sensors based on PVDF doped BaTiO3 and MXene composite fiber for robotic biomimetic palm,2025,Journal of Alloys and Compounds,1048,,185241,,,3,https://www.scopus.com/pages/publications/105022742551?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105022742551
Wang J.; Zhen Y.; Hao J.; Chai C.,"Wang, Jihui (57545929100); Zhen, Yueju (60087454000); Hao, Jingcheng (7202839528); Chai, Chunxiao (57217646831)",57545929100; 60087454000; 7202839528; 57217646831,"Recent advances in eutectogels: Preparation, properties and applications",2025,Advances in Colloid and Interface Science,346,,103659,,,9,https://www.scopus.com/pages/publications/105015139459?origin=resultslist,Elsevier B.V.,Review,Scopus,2-s2.0-105015139459
Chung K.Y.; Tan D.; He Z.; Li X.; Lu J.; Yang Q.; Liu X.; Xu B.,"Chung, King Yan (57224783162); Tan, Di (57196450783); He, Ziyu (58121020500); Li, Xiao (60398569300); Lu, Jian (57113823100); Yang, Qingjun (57203410865); Liu, Xinlong (57226816604); Xu, Bingang (7404589284)",57224783162; 57196450783; 58121020500; 60398569300; 57113823100; 57203410865; 57226816604; 7404589284,Cottonseed-Derived Reusable Bio-Carbon Gel Ink for DIW Printing Soft Electronic Textiles,2025,Advanced Materials,37,48,2415702,,,11,https://www.scopus.com/pages/publications/105010701002?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105010701002
Chen X.; Zhou Y.; Zhou S.; Zhang D.; Zeng L.; Zhou C.; Liu M.,"Chen, Xiangyu (58670492300); Zhou, Youquan (57428760000); Zhou, Shuiqing (59557371500); Zhang, Di (58670702300); Zeng, Luying (59451523700); Zhou, Changren (7403346791); Liu, Mingxian (57204794636)",58670492300; 57428760000; 59557371500; 58670702300; 59451523700; 7403346791; 57204794636,3D printing of chitosan hydrogel reinforced with tubular nanoclay for hemostasis and infected wound healing,2025,Bioactive Materials,54,,,404,422,25,https://www.scopus.com/pages/publications/105014124135?origin=resultslist,KeAi Communications Co.,Article,Scopus,2-s2.0-105014124135
Zhang K.; Chen Y.; He G.; Xian Y.; Yang Y.; Zhang C.; Wu D.,"Zhang, Kaiwen (59445854100); Chen, Yongmiao (59955869800); He, Gang (58024961800); Xian, Yiwen (57771877300); Yang, Yu (59885069900); Zhang, Chong (59795594500); Wu, Decheng (8588231100)",59445854100; 59955869800; 58024961800; 57771877300; 59885069900; 59795594500; 8588231100,Engineering an antibacterial gel-forming adhesive powder for emergency hemostasis and wound healing,2025,Cell Reports Physical Science,6,12,102978,,,3,https://www.scopus.com/pages/publications/105024852268?origin=resultslist,Cell Press,Article,Scopus,2-s2.0-105024852268
Fan Z.; Pan X.; Gu Z.; Gao Y.; Gao X.; Pan L.; Gao W.; Jiang D.,"Fan, Zeng (55446065400); Pan, Xingyu (60003348200); Gu, Zhongmin (59655271400); Gao, Yunhan (59942236100); Gao, Xiyue (60145941700); Pan, Lujun (7402393967); Gao, Wenjie (58418343400); Jiang, Dongyue (57201936759)",55446065400; 60003348200; 59655271400; 59942236100; 60145941700; 7402393967; 58418343400; 57201936759,"Highly Conductive and Mechanically Robust PEDOT:PSS-Based Fibers: Fabrication Methods, Structure-Property Relations, and Potential Applications",2025,Macromolecular Rapid Communications,46,24,e00639,,,6,https://www.scopus.com/pages/publications/105019088074?origin=resultslist,John Wiley and Sons Inc,Review,Scopus,2-s2.0-105019088074
Xue Z.; Xu Q.; Liu X.; Liu D.; Li Z.; Zhang C.; Liu P.,"Xue, Zhengying (59251615700); Xu, Qixiang (25423470500); Liu, Xinwu (59522742700); Liu, Dandan (60077626100); Li, Zhuanzhuan (59961713600); Zhang, Changsen (55613875500); Liu, Panpan (57104076200)",59251615700; 25423470500; 59522742700; 60077626100; 59961713600; 55613875500; 57104076200,Various electron transports involved in nitrate reduction within electrochemically active biofilm with periodic polarity reversal,2025,Bioresource Technology,438,,133244,,,2,https://www.scopus.com/pages/publications/105014504527?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105014504527
Shrikrishna N.S.; Prakashan D.; Gandhi S.,"Shrikrishna, Narlawar Sagar (57215823060); Prakashan, Drishya (57920450800); Gandhi, Sonu (24343629400)",57215823060; 57920450800; 24343629400,Tracking monocrotophos pollution: From environmental spread to biosensor-based detection and remediation,2025,Pesticide Biochemistry and Physiology,215,,106712,,,1,https://www.scopus.com/pages/publications/105016885922?origin=resultslist,Academic Press Inc.,Review,Scopus,2-s2.0-105016885922
Vazão de Almeida H.; Inácio J.M.; Pereira C.; Pinheiro T.; Calmeiro T.; Correia R.; Coelho J.; Pinto J.V.; Belo J.A.; Martins R.; Fortunato E.,"Vazão de Almeida, Henrique (60035298000); Inácio, José Manuel (6604046494); Pereira, Cláudia (59193204500); Pinheiro, Tomás (57217021701); Calmeiro, Tomás (56418423100); Correia, Ricardo (57930831700); Coelho, João (56113316000); Pinto, Joana Vaz (25927980600); Belo, José António (6602141392); Martins, Rodrigo (7202166114); Fortunato, Elvira (35420037600)",60035298000; 6604046494; 59193204500; 57217021701; 56418423100; 57930831700; 56113316000; 25927980600; 6602141392; 7202166114; 35420037600,Laser-Induced Graphene: A Promising Conductive Platform for Cell Culture,2025,Advanced Healthcare Materials,14,32,e02255,,,0,https://www.scopus.com/pages/publications/105012981923?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105012981923
Pu Q.-R.; He X.-M.; Qi X.-D.; Zhang N.; Huang T.; Wang Y.; Yang J.-H.,"Pu, Qin-Ru (59902312800); He, Xi-Man (60252422800); Qi, Xiao-Dong (55776017900); Zhang, Nan (56982198100); Huang, Ting (34769685100); Wang, Yong (55966751100); Yang, Jing-Hui (54790274800)",59902312800; 60252422800; 55776017900; 56982198100; 34769685100; 55966751100; 54790274800,Multifunctional Face Mask with Daytime Passive Cooling Based on PVDF/Metal–Organic Framework Hybrid Fabric,2025,ACS Applied Materials and Interfaces,17,51,,69938,69949,1,https://www.scopus.com/pages/publications/105025689866?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105025689866
